name,album,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,artist
Dooo It!,Miley Cyrus & Her Dead Petz,2015-08-30,218586,43,0.00296,0.6,0.611,0.000112,0.38,-6.43,0.231,172.103,4,Miley Cyrus
Karen Don't Be Sad,Miley Cyrus & Her Dead Petz,2015-08-30,292506,40,0.575,0.325,0.661,1.95e-05,0.128,-6.214,0.0372,74.538,4,Miley Cyrus
The Floyd Song (Sunrise),Miley Cyrus & Her Dead Petz,2015-08-30,316493,37,0.167,0.297,0.473,0.0201,0.171,-8.016,0.0309,186.105,4,Miley Cyrus
Something About Space Dude,Miley Cyrus & Her Dead Petz,2015-08-30,208813,36,0.718,0.662,0.32,0.17,0.115,-12.017,0.0284,92.979,4,Miley Cyrus
Space Bootz,Miley Cyrus & Her Dead Petz,2015-08-30,279786,45,0.00508,0.521,0.649,0.0,0.0494,-5.694,0.0367,81.036,4,Miley Cyrus
Fucking Fucked Up,Miley Cyrus & Her Dead Petz,2015-08-30,50466,35,0.521,0.87,0.678,0.00923,0.378,-7.645,0.0323,108.838,4,Miley Cyrus
BB Talk,Miley Cyrus & Her Dead Petz,2015-08-30,272813,44,0.0159,0.58,0.792,0.0,0.0684,-5.94,0.0492,100.061,4,Miley Cyrus
Fweaky,Miley Cyrus & Her Dead Petz,2015-08-30,227546,38,0.164,0.508,0.449,0.0,0.172,-9.446,0.0378,103.381,4,Miley Cyrus
Bang Me Box,Miley Cyrus & Her Dead Petz,2015-08-30,221706,40,0.00109,0.755,0.586,6.88e-05,0.0972,-4.512,0.0286,107.189,4,Miley Cyrus
Milky Milky Milk,Miley Cyrus & Her Dead Petz,2015-08-30,287106,35,0.0218,0.423,0.725,0.00132,0.122,-6.906,0.0821,191.71,4,Miley Cyrus
Slab of Butter (Scorpion) (feat. Sarah Barthel),Miley Cyrus & Her Dead Petz,2015-08-30,301106,38,0.00991,0.44,0.652,0.00102,0.0891,-6.448,0.0638,134.429,4,Miley Cyrus
I'm So Drunk,Miley Cyrus & Her Dead Petz,2015-08-30,46506,36,0.00632,0.766,0.581,0.000472,0.298,-10.087,0.0584,131.987,3,Miley Cyrus
I Forgive Yiew,Miley Cyrus & Her Dead Petz,2015-08-30,194373,35,0.0194,0.657,0.55,0.0,0.166,-7.934,0.114,131.902,4,Miley Cyrus
I Get So Scared,Miley Cyrus & Her Dead Petz,2015-08-30,233266,39,0.663,0.557,0.645,0.000136,0.137,-5.965,0.041,149.534,4,Miley Cyrus
Lighter,Miley Cyrus & Her Dead Petz,2015-08-30,319106,38,0.269,0.667,0.451,2.83e-05,0.0928,-8.659,0.0565,89.995,4,Miley Cyrus
Tangerine (feat. Big Sean),Miley Cyrus & Her Dead Petz,2015-08-30,305826,34,0.256,0.622,0.386,3.15e-06,0.13,-10.472,0.0284,132.136,4,Miley Cyrus
Tiger Dreams (feat. Ariel Pink),Miley Cyrus & Her Dead Petz,2015-08-30,352080,36,0.432,0.526,0.473,0.815,0.109,-11.613,0.0331,135.03,4,Miley Cyrus
Evil is but a Shadow,Miley Cyrus & Her Dead Petz,2015-08-30,275440,33,0.128,0.626,0.56,0.532,0.189,-11.396,0.0344,149.967,4,Miley Cyrus
Cyrus Skies,Miley Cyrus & Her Dead Petz,2015-08-30,333173,36,0.159,0.491,0.31,0.0859,0.176,-8.874,0.0253,77.521,4,Miley Cyrus
1 Sun,Miley Cyrus & Her Dead Petz,2015-08-30,239600,36,0.000645,0.481,0.827,7.04e-06,0.641,-6.745,0.0411,102.974,4,Miley Cyrus
Miley Tibetan Bowlzzz,Miley Cyrus & Her Dead Petz,2015-08-30,129346,32,0.978,0.246,0.192,0.923,0.115,-11.104,0.0364,60.12,4,Miley Cyrus
Pablow The Blowfish,Miley Cyrus & Her Dead Petz,2015-08-30,210240,36,0.773,0.61,0.0863,0.0,0.0715,-14.606,0.0594,72.101,4,Miley Cyrus
Twinkle Song,Miley Cyrus & Her Dead Petz,2015-08-30,223280,42,0.984,0.51,0.0816,0.0,0.286,-9.683,0.0647,170.406,4,Miley Cyrus
Adore You,Bangerz (Deluxe Version),2013-10-04,278746,71,0.111,0.583,0.655,3.57e-06,0.113,-5.407,0.0315,119.759,4,Miley Cyrus
We Can't Stop,Bangerz (Deluxe Version),2013-10-04,231240,81,0.00882,0.613,0.622,0.0,0.37,-5.794,0.0334,80.003,4,Miley Cyrus
SMS (Bangerz) (feat. Britney Spears),Bangerz (Deluxe Version),2013-10-04,169440,51,0.0188,0.837,0.914,0.000278,0.0969,-4.247,0.0511,139.029,4,Miley Cyrus
4x4 (feat. Nelly),Bangerz (Deluxe Version),2013-10-04,191906,51,0.0504,0.922,0.797,0.0,0.134,-6.567,0.0558,119.955,4,Miley Cyrus
My Darlin' (feat. Future),Bangerz (Deluxe Version),2013-10-04,243306,49,0.0276,0.616,0.475,0.0,0.2,-6.714,0.0464,142.879,4,Miley Cyrus
Wrecking Ball,Bangerz (Deluxe Version),2013-10-04,221360,84,0.407,0.53,0.422,0.0,0.107,-6.262,0.0342,119.964,4,Miley Cyrus
Love Money Party (feat. Big Sean),Bangerz (Deluxe Version),2013-10-04,219773,48,0.0784,0.792,0.546,0.0,0.341,-7.549,0.0916,129.093,4,Miley Cyrus
#GETITRIGHT,Bangerz (Deluxe Version),2013-10-04,264706,50,0.0581,0.844,0.614,6.99e-06,0.0769,-6.19,0.0708,116.034,4,Miley Cyrus
Drive,Bangerz (Deluxe Version),2013-10-04,255213,53,0.0512,0.581,0.678,0.0,0.164,-6.624,0.063,142.968,4,Miley Cyrus
FU (feat. French Montana),Bangerz (Deluxe Version),2013-10-04,229693,61,0.199,0.548,0.833,0.0,0.305,-3.294,0.0497,190.029,3,Miley Cyrus
Do My Thang,Bangerz (Deluxe Version),2013-10-04,225493,56,0.282,0.76,0.575,0.000383,0.0993,-4.06,0.0444,131.983,4,Miley Cyrus
Maybe You're Right,Bangerz (Deluxe Version),2013-10-04,213386,49,0.0235,0.719,0.814,0.0,0.0862,-5.099,0.0523,107.973,4,Miley Cyrus
Someone Else,Bangerz (Deluxe Version),2013-10-04,288333,53,0.03,0.668,0.761,0.0,0.365,-7.093,0.0912,133.985,4,Miley Cyrus
Rooting for My Baby,Bangerz (Deluxe Version),2013-10-04,200333,48,0.609,0.739,0.53,0.0,0.121,-7.355,0.0314,111.939,4,Miley Cyrus
On My Own,Bangerz (Deluxe Version),2013-10-04,232320,48,0.0297,0.916,0.492,2.48e-05,0.0641,-6.789,0.0856,121.981,4,Miley Cyrus
Hands in the Air (feat. Ludacris),Bangerz (Deluxe Version),2013-10-04,202373,47,0.0318,0.562,0.758,0.0,0.39,-4.012,0.0524,137.152,4,Miley Cyrus
Liberty Walk,Can't Be Tamed,2010-01-01,246266,44,0.000472,0.573,0.886,0.0,0.36,-3.569,0.0403,119.999,4,Miley Cyrus
Who Owns My Heart,Can't Be Tamed,2010-01-01,214853,60,0.0106,0.571,0.805,0.0,0.0864,-4.985,0.129,135.908,4,Miley Cyrus
Can't Be Tamed,Can't Be Tamed,2010-01-01,168213,68,0.0287,0.63,0.91,0.0,0.196,-2.919,0.144,116.98,4,Miley Cyrus
Every Rose Has Its Thorn,Can't Be Tamed,2010-01-01,228240,56,0.19,0.254,0.657,0.0,0.0952,-4.995,0.0385,151.045,4,Miley Cyrus
Two More Lonely People,Can't Be Tamed,2010-01-01,189946,44,0.00543,0.689,0.808,0.0,0.0631,-4.018,0.0615,128.015,4,Miley Cyrus
Forgiveness And Love,Can't Be Tamed,2010-01-01,208466,40,0.137,0.453,0.709,0.0,0.308,-4.064,0.029,99.245,4,Miley Cyrus
Permanent December,Can't Be Tamed,2010-01-01,217933,41,0.0508,0.646,0.92,1.13e-06,0.159,-3.366,0.0443,124.985,4,Miley Cyrus
Stay,Can't Be Tamed,2010-01-01,261906,56,0.255,0.583,0.698,0.0,0.118,-4.836,0.0363,129.985,4,Miley Cyrus
Scars,Can't Be Tamed,2010-01-01,222493,40,0.00272,0.525,0.847,0.0,0.0778,-3.269,0.0624,129.873,4,Miley Cyrus
Take Me Along,Can't Be Tamed,2010-01-01,249320,39,0.00191,0.452,0.792,0.0,0.152,-3.922,0.0374,120.002,4,Miley Cyrus
Robot,Can't Be Tamed,2010-01-01,223106,41,0.00171,0.524,0.824,0.00011,0.148,-2.984,0.0501,131.967,4,Miley Cyrus
My Heart Beats For Love,Can't Be Tamed,2010-01-01,223040,40,0.00496,0.49,0.855,0.000518,0.307,-3.628,0.0392,95.991,4,Miley Cyrus
Kicking And Screaming,The Time Of Our Lives,2009-01-01,178333,34,0.00643,0.651,0.87,0.00485,0.186,-3.565,0.078,136.067,4,Miley Cyrus
Party In The U.S.A.,The Time Of Our Lives,2009-01-01,202066,81,0.00112,0.652,0.698,0.000115,0.0886,-4.667,0.042,96.021,4,Miley Cyrus
When I Look At You,The Time Of Our Lives,2009-01-01,248586,65,0.142,0.459,0.545,0.0,0.105,-4.874,0.0282,137.941,3,Miley Cyrus
The Time Of Our Lives,The Time Of Our Lives,2009-01-01,212293,42,0.00177,0.704,0.739,8.8e-05,0.0303,-2.825,0.0332,128.009,4,Miley Cyrus
Talk Is Cheap,The Time Of Our Lives,2009-01-01,220466,31,6.1e-06,0.457,0.884,0.107,0.184,-3.651,0.0353,139.773,4,Miley Cyrus
Obsessed,The Time Of Our Lives,2009-01-01,243573,33,0.00377,0.324,0.56,2.65e-06,0.133,-5.441,0.0291,141.82,4,Miley Cyrus
Before The Storm – duet with Jonas Brothers (Live),The Time Of Our Lives,2009-01-01,275413,32,0.344,0.38,0.801,3.11e-06,0.549,-4.182,0.0388,149.901,4,Miley Cyrus
Breakout,Breakout,2008-01-01,206160,42,0.000132,0.444,0.841,1.15e-05,0.229,-3.742,0.0504,160.093,4,Miley Cyrus
7 Things - Single Version,Breakout,2008-01-01,213453,66,0.0232,0.59,0.903,0.0,0.0786,-4.478,0.0363,107.023,4,Miley Cyrus
The Driveway,Breakout,2008-01-01,223080,41,0.0245,0.434,0.87,0.0,0.104,-3.693,0.0471,164.907,4,Miley Cyrus
Girls Just Wanna Have Fun,Breakout,2008-01-01,186426,52,0.00504,0.515,0.984,1.38e-06,0.497,-4.218,0.219,150.008,4,Miley Cyrus
Full Circle,Breakout,2008-01-01,194480,40,0.0258,0.503,0.934,0.0,0.139,-3.68,0.0581,145.081,4,Miley Cyrus
Fly On The Wall,Breakout,2008-01-01,151800,55,0.165,0.559,0.961,0.0,0.152,-4.162,0.0544,143.974,4,Miley Cyrus
Bottom Of The Ocean,Breakout,2008-01-01,195093,42,0.416,0.596,0.476,0.0,0.109,-9.201,0.0603,77.961,4,Miley Cyrus
Wake Up America,Breakout,2008-01-01,166520,36,0.017,0.546,0.923,0.0,0.291,-3.964,0.0557,146.036,4,Miley Cyrus
These Four Walls,Breakout,2008-01-01,208133,39,0.273,0.529,0.753,1.12e-06,0.0966,-3.536,0.033,134.102,4,Miley Cyrus
Simple Song,Breakout,2008-01-01,212013,37,0.248,0.349,0.678,0.0,0.0941,-5.226,0.0386,160.621,4,Miley Cyrus
Goodbye,Breakout,2008-01-01,230826,44,0.0056,0.356,0.696,9.01e-05,0.156,-4.748,0.0308,174.908,3,Miley Cyrus
See You Again - Rock Mafia Remix,Breakout,2008-01-01,196093,48,0.00688,0.672,0.96,1.4e-05,0.123,-5.346,0.0597,138.935,4,Miley Cyrus
See You Again,Meet Miley Cyrus,2007-06-26,190453,75,0.015,0.692,0.911,7.71e-05,0.112,-5.098,0.177,138.975,4,Miley Cyrus
East Northumberland High,Meet Miley Cyrus,2007-06-26,204293,43,0.00228,0.498,0.83,5.76e-06,0.137,-3.779,0.0537,81.726,4,Miley Cyrus
Let's Dance,Meet Miley Cyrus,2007-06-26,182546,44,0.00105,0.784,0.623,0.0135,0.143,-4.868,0.0424,112.999,4,Miley Cyrus
G.N.O. - Girl's Night Out,Meet Miley Cyrus,2007-06-26,215800,43,0.004,0.507,0.93,4.72e-05,0.307,-2.172,0.103,151.064,4,Miley Cyrus
Right Here,Meet Miley Cyrus,2007-06-26,164826,40,3.7e-05,0.532,0.92,0.000121,0.081,-4.811,0.0435,141.12,4,Miley Cyrus
As I Am,Meet Miley Cyrus,2007-06-26,225640,37,0.0904,0.638,0.899,0.0,0.61,-2.774,0.0552,141.897,4,Miley Cyrus
Start All Over,Meet Miley Cyrus,2007-06-26,207173,50,0.000316,0.494,0.935,0.0,0.076,-2.763,0.0644,150.088,4,Miley Cyrus
Clear,Meet Miley Cyrus,2007-06-26,181946,37,0.0115,0.625,0.727,5.18e-06,0.358,-4.508,0.0392,79.939,4,Miley Cyrus
Good and Broken,Meet Miley Cyrus,2007-06-26,175080,38,0.000195,0.48,0.87,0.000938,0.139,-4.015,0.097,144.085,4,Miley Cyrus
I Miss You,Meet Miley Cyrus,2007-06-26,238053,45,0.0804,0.509,0.871,0.0,0.0967,-4.279,0.0389,169.974,4,Miley Cyrus
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),2023-11-17,205483,86,0.855,0.518,0.368,4.9e-06,0.119,-7.76,0.0353,141.934,4,Olivia Rodrigo
The Hanging Tree - from The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),2023-11-17,143988,67,0.893,0.433,0.155,0.0,0.137,-12.474,0.0442,134.204,5,Olivia Rodrigo
Wool - from The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),2023-11-17,229357,64,0.894,0.6,0.274,0.0194,0.11,-13.642,0.0316,111.672,4,Olivia Rodrigo
Nothing You Can Take From Me - from The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),2023-11-17,95482,62,0.803,0.501,0.251,0.0,0.924,-15.715,0.707,133.081,5,Olivia Rodrigo
The Garden - from The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),2023-11-17,222326,58,0.757,0.606,0.386,7.83e-06,0.109,-8.325,0.0276,129.826,3,Olivia Rodrigo
The Ballad of Lucy Gray Baird - from The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),2023-11-17,139091,72,0.917,0.466,0.172,0.0,0.158,-9.058,0.0369,81.326,3,Olivia Rodrigo
Bury Me Beneath The Willow - from The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),2023-11-17,222089,58,0.86,0.563,0.495,1.33e-05,0.334,-7.839,0.029,89.998,4,Olivia Rodrigo
The Old Therebefore / Singing at Snakes - from The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),2023-11-17,168929,64,0.86,0.405,0.116,2.42e-06,0.111,-13.715,0.0325,70.086,3,Olivia Rodrigo
Burn Me Once - from The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),2023-11-17,200021,56,0.839,0.736,0.202,0.0,0.107,-10.286,0.0334,114.351,4,Olivia Rodrigo
District 12 Stomp - from The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),2023-11-17,43406,57,0.572,0.636,0.694,0.99,0.215,-8.083,0.059,105.359,4,Olivia Rodrigo
Nothing You Can Take From Me (Boot-Stompin' Version) - from The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),2023-11-17,193591,74,0.671,0.504,0.676,0.000697,0.0876,-8.035,0.0769,104.128,4,Olivia Rodrigo
Cabin Song - from The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),2023-11-17,206930,58,0.0572,0.578,0.619,0.000143,0.23,-7.712,0.0293,132.361,4,Olivia Rodrigo
Lucy Gray (part 1) - from The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),2023-11-17,161063,59,0.874,0.563,0.129,0.0,0.108,-15.576,0.19,77.941,1,Olivia Rodrigo
Pure As The Driven Snow - from The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),2023-11-17,233341,69,0.877,0.422,0.285,0.0,0.079,-10.837,0.0488,167.719,3,Olivia Rodrigo
Winter's Come and Gone - from The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),2023-11-17,169243,60,0.545,0.514,0.259,3.05e-06,0.108,-7.452,0.0297,100.865,4,Olivia Rodrigo
Keep On The Sunny Side - from The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),2023-11-17,163646,55,0.394,0.629,0.679,0.0,0.0747,-7.128,0.0308,114.626,4,Olivia Rodrigo
Lucy Gray (part 2) - from The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),2023-11-17,198850,56,0.915,0.443,0.162,0.0,0.205,-14.223,0.364,176.198,1,Olivia Rodrigo
all-american bitch,GUTS,2023-09-08,165833,85,0.254,0.43,0.692,4.17e-06,0.148,-4.234,0.0429,156.261,4,Olivia Rodrigo
bad idea right?,GUTS,2023-09-08,184783,88,0.00193,0.627,0.879,6.87e-06,0.0647,-3.446,0.0955,129.979,4,Olivia Rodrigo
vampire,GUTS,2023-09-08,219724,95,0.177,0.511,0.532,0.0,0.291,-5.745,0.0578,138.005,4,Olivia Rodrigo
lacy,GUTS,2023-09-08,177212,83,0.803,0.455,0.379,0.0,0.109,-7.628,0.0341,76.967,4,Olivia Rodrigo
ballad of a homeschooled girl,GUTS,2023-09-08,203369,80,0.0557,0.385,0.873,0.0,0.353,-3.331,0.069,120.393,4,Olivia Rodrigo
making the bed,GUTS,2023-09-08,198866,81,0.346,0.537,0.413,0.0,0.12,-7.736,0.0319,133.21,4,Olivia Rodrigo
logical,GUTS,2023-09-08,231907,81,0.853,0.499,0.246,0.0,0.1,-8.082,0.0345,81.051,4,Olivia Rodrigo
get him back!,GUTS,2023-09-08,211141,87,0.0135,0.546,0.846,0.0,0.607,-5.719,0.181,162.043,4,Olivia Rodrigo
love is embarrassing,GUTS,2023-09-08,154516,82,0.00261,0.52,0.831,0.0,0.156,-3.432,0.0968,160.035,4,Olivia Rodrigo
the grudge,GUTS,2023-09-08,189386,83,0.916,0.548,0.307,0.0,0.0828,-9.214,0.0781,127.923,4,Olivia Rodrigo
pretty isn’t pretty,GUTS,2023-09-08,199422,78,0.00394,0.554,0.854,1.78e-06,0.0798,-4.338,0.0561,123.926,4,Olivia Rodrigo
teenage dream,GUTS,2023-09-08,222358,77,0.816,0.422,0.229,0.0,0.109,-10.208,0.0362,135.82,4,Olivia Rodrigo
brutal,SOUR,2021-05-21,143746,82,0.0311,0.672,0.526,1.37e-06,0.28,-6.446,0.0599,123.999,4,Olivia Rodrigo
traitor,SOUR,2021-05-21,229226,89,0.691,0.38,0.339,0.0,0.12,-7.885,0.0338,100.607,4,Olivia Rodrigo
drivers license,SOUR,2021-05-21,242013,89,0.768,0.561,0.431,1.42e-05,0.106,-8.81,0.0578,143.875,4,Olivia Rodrigo
"1 step forward, 3 steps back",SOUR,2021-05-21,163586,82,0.941,0.473,0.203,0.0,0.126,-12.627,0.102,168.884,4,Olivia Rodrigo
deja vu,SOUR,2021-05-21,215506,89,0.584,0.442,0.612,5.7e-06,0.37,-7.222,0.112,180.917,4,Olivia Rodrigo
good 4 u,SOUR,2021-05-21,178146,87,0.335,0.563,0.664,0.0,0.0849,-5.044,0.154,166.928,4,Olivia Rodrigo
enough for you,SOUR,2021-05-21,202826,80,0.753,0.638,0.259,0.0,0.219,-10.706,0.0898,88.485,4,Olivia Rodrigo
happier,SOUR,2021-05-21,175933,87,0.765,0.395,0.443,9.67e-06,0.0839,-9.72,0.133,168.924,3,Olivia Rodrigo
"jealousy, jealousy",SOUR,2021-05-21,173160,86,0.198,0.695,0.575,0.0,0.0614,-6.334,0.116,163.929,4,Olivia Rodrigo
favorite crime,SOUR,2021-05-21,152666,87,0.866,0.369,0.272,0.0,0.147,-10.497,0.0364,172.929,4,Olivia Rodrigo
hope ur ok,SOUR,2021-05-21,209560,77,0.388,0.443,0.298,1e-05,0.103,-12.181,0.0644,77.253,4,Olivia Rodrigo
Growin' Up and Gettin' Old,Gettin' Old,2023-03-24,233666,70,0.16,0.511,0.6,5.25e-06,0.114,-5.699,0.0268,146.051,4,Luke Combs
Hannah Ford Road,Gettin' Old,2023-03-24,218173,63,0.000369,0.52,0.962,0.0,0.33,-5.506,0.0827,131.068,4,Luke Combs
Back 40 Back,Gettin' Old,2023-03-24,185466,61,0.566,0.56,0.589,0.0,0.124,-6.849,0.0308,82.026,4,Luke Combs
You Found Yours,Gettin' Old,2023-03-24,191986,68,0.00532,0.586,0.725,0.00173,0.228,-7.073,0.0254,94.995,4,Luke Combs
"The Beer, the Band, and the Barstool",Gettin' Old,2023-03-24,217640,60,0.161,0.519,0.682,2.57e-05,0.113,-6.284,0.0321,78.933,4,Luke Combs
Still,Gettin' Old,2023-03-24,203440,62,0.187,0.625,0.832,0.0,0.0913,-5.127,0.0563,106.971,4,Luke Combs
See Me Now,Gettin' Old,2023-03-24,245706,63,0.00982,0.625,0.835,2.86e-05,0.173,-4.964,0.0295,141.972,4,Luke Combs
Joe,Gettin' Old,2023-03-24,218533,62,0.0149,0.583,0.658,0.0,0.374,-6.62,0.0296,76.004,4,Luke Combs
A Song Was Born,Gettin' Old,2023-03-24,189946,58,0.0364,0.583,0.787,6.86e-06,0.313,-4.23,0.0483,155.921,4,Luke Combs
My Song Will Never Die,Gettin' Old,2023-03-24,246546,58,0.291,0.439,0.615,0.0,0.114,-5.742,0.032,144.199,4,Luke Combs
Where the Wild Things Are,Gettin' Old,2023-03-24,239533,84,0.0189,0.708,0.731,4.47e-06,0.129,-4.872,0.0345,116.975,4,Luke Combs
Love You Anyway,Gettin' Old,2023-03-24,229626,77,0.149,0.532,0.489,0.0,0.237,-7.419,0.0311,139.807,4,Luke Combs
Take You With Me,Gettin' Old,2023-03-24,207080,62,0.137,0.568,0.732,0.0,0.0894,-6.062,0.0309,168.072,4,Luke Combs
Fast Car,Gettin' Old,2023-03-24,265493,90,0.186,0.712,0.603,0.0,0.115,-5.52,0.0262,97.994,4,Luke Combs
Tattoo on a Sunburn,Gettin' Old,2023-03-24,225693,61,0.0754,0.601,0.673,0.0,0.248,-5.418,0.027,143.958,4,Luke Combs
5 Leaf Clover,Gettin' Old,2023-03-24,211053,73,0.0554,0.423,0.58,2.92e-06,0.168,-4.959,0.0243,82.755,3,Luke Combs
Fox in the Henhouse,Gettin' Old,2023-03-24,235000,57,0.0138,0.493,0.759,1.32e-05,0.793,-5.203,0.0346,110.064,3,Luke Combs
The Part,Gettin' Old,2023-03-24,202560,58,0.577,0.585,0.411,0.0,0.115,-6.319,0.0278,148.041,4,Luke Combs
Doin' This,Growin' Up,2022-06-24,254173,68,0.166,0.588,0.55,8.67e-06,0.11,-5.878,0.0269,115.01,4,Luke Combs
Any Given Friday Night,Growin' Up,2022-06-24,193920,62,0.0159,0.531,0.886,0.0,0.367,-3.878,0.0411,139.963,4,Luke Combs
The Kind of Love We Make,Growin' Up,2022-06-24,224426,82,0.0226,0.608,0.745,6.47e-06,0.0942,-4.13,0.0277,102.025,4,Luke Combs
On the Other Line,Growin' Up,2022-06-24,175560,56,0.0461,0.573,0.909,0.0,0.136,-4.864,0.0452,143.989,4,Luke Combs
Outrunnin' Your Memory,Growin' Up,2022-06-24,254746,66,0.0974,0.601,0.836,0.0,0.106,-3.42,0.0342,127.934,4,Luke Combs
Used To Wish I Was,Growin' Up,2022-06-24,178026,55,0.0349,0.521,0.756,0.0,0.0673,-4.891,0.0438,142.031,4,Luke Combs
Better Back When,Growin' Up,2022-06-24,203773,54,0.0616,0.528,0.86,0.0,0.0909,-4.139,0.0347,143.934,4,Luke Combs
Tomorrow Me,Growin' Up,2022-06-24,208733,59,0.144,0.54,0.694,0.0,0.197,-4.477,0.0275,146.148,4,Luke Combs
Ain't Far From It,Growin' Up,2022-06-24,217253,54,0.0014,0.513,0.955,0.0,0.0463,-4.168,0.066,152.003,4,Luke Combs
Call Me,Growin' Up,2022-06-24,200093,63,0.0121,0.529,0.779,0.0,0.323,-4.569,0.0359,133.958,4,Luke Combs
Middle of Somewhere,Growin' Up,2022-06-24,200053,58,0.0578,0.559,0.547,0.0,0.112,-5.585,0.0264,133.923,4,Luke Combs
"Going, Going, Gone",Growin' Up,2022-06-24,177266,79,0.538,0.565,0.56,0.0,0.0961,-6.034,0.0275,159.931,4,Luke Combs
Beer Never Broke My Heart,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,186733,52,0.0139,0.538,0.863,0.0,0.0874,-4.483,0.0481,77.001,4,Luke Combs
Refrigerator Door,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,204240,48,0.011,0.459,0.864,3.36e-06,0.314,-4.397,0.059,74.867,4,Luke Combs
Even Though I'm Leaving,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,225253,51,0.225,0.554,0.755,0.0,0.301,-6.04,0.0319,77.962,4,Luke Combs
Lovin' On You,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,194866,50,0.00165,0.572,0.949,0.000195,0.163,-4.865,0.06,118.974,4,Luke Combs
Moon Over Mexico,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,204640,47,0.456,0.493,0.772,3.2e-06,0.107,-5.875,0.0452,140.996,4,Luke Combs
"1, 2 Many",What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,180906,50,0.0397,0.54,0.821,0.0,0.423,-3.789,0.0873,148.798,4,Luke Combs
Blue Collar Boys,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,219920,48,0.00807,0.531,0.813,0.0,0.359,-5.517,0.0327,154.134,4,Luke Combs
New Every Day,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,199293,45,0.302,0.466,0.7,0.0,0.0798,-5.577,0.0431,77.087,4,Luke Combs
Reasons,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,224293,46,0.056,0.446,0.851,1.91e-05,0.264,-4.74,0.0416,84.928,4,Luke Combs
Every Little Bit Helps,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,247826,46,0.0121,0.552,0.876,0.0,0.152,-4.268,0.0437,121.979,4,Luke Combs
Dear Today,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,219733,46,0.606,0.492,0.21,1.35e-06,0.109,-10.658,0.0359,153.017,4,Luke Combs
What You See Is What You Get,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,171920,48,0.0645,0.593,0.805,0.0,0.226,-4.892,0.0347,103.949,4,Luke Combs
Does To Me (feat. Eric Church),What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,223320,49,0.311,0.616,0.849,0.0,0.311,-4.897,0.0373,113.065,4,Luke Combs
Angels Workin' Overtime,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,253786,45,0.188,0.639,0.972,3.6e-05,0.254,-3.993,0.073,129.999,4,Luke Combs
All Over Again,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,208880,47,0.00563,0.499,0.85,0.0,0.226,-5.372,0.0808,156.964,4,Luke Combs
